id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26563,VIJP,medium_airport,"Jaipur International Airport",26.8242,75.812202,1263,AS,India,IN,Rajasthan,IN-RJ,RJ,Jaipur,1,VIJP,JAI,,https://www.jaipurairport.com/,https://en.wikipedia.org/wiki/Jaipur_International_Airport,,750,2018-09-15T03:40:23+00:00
26455,VAPO,medium_airport,"Pune Airport / Lohagaon Air Force Station",18.5821,73.919701,1942,AS,India,IN,Maharashtra,IN-MM,MM,Pune,1,VAPO,PNQ,,,https://en.wikipedia.org/wiki/Pune_Airport,"Lohegaon Airport, Lohegaon Air Force Station",750,2021-10-15T17:29:52+00:00
26603,VOBG,medium_airport,"HAL Airport",12.95,77.668198,2912,AS,India,IN,Karnataka,IN-KA,KA,Bangalore,0,VOBG,,,,https://en.wikipedia.org/wiki/HAL_Bangalore_International_Airport,"Bengaluru, Hindustan Airport, HAL Airport, Hindustan Aeronautics",750,2021-07-31T16:09:35+00:00
26540,VIAR,medium_airport,"Sri Guru Ram Dass Jee International Airport",31.7096,74.797302,756,AS,India,IN,Punjab,IN-PB,PB,Amritsar,1,VIAR,ATQ,,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,https://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport,"Amritsar Air Force Station",750,2021-11-22T13:56:55+00:00
26438,VABO,medium_airport,"Vadodara Airport",22.336201,73.226303,129,AS,India,IN,Gujarat,IN-GJ,GJ,Vadodara,1,VABO,BDQ,,http://aai.aero/allAirports/vadodara_generalinfo.jsp,https://en.wikipedia.org/wiki/Vadodara_Airport,"Civil Airport Harni",750,2018-07-14T01:52:53+00:00
26545,VIBN,medium_airport,"Lal Bahadur Shastri Airport",25.452129,82.861805,266,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Varanasi,1,VEBN,VNS,,https://www.aai.aero/en/airports/varanasi,https://en.wikipedia.org/wiki/Lal_Bahadur_Shastri_Airport,"VIBN, Babatpur Airport, Varanasi Airport",750,2021-05-07T16:59:18+00:00
26494,VEBS,medium_airport,"Biju Patnaik Airport",20.244400024399997,85.8178024292,138,AS,India,IN,Odisha,IN-OR,OR,Bhubaneswar,1,VEBS,BBI,,http://aai.aero/allAirports/bhubaneshwar_generalinfo.jsp,https://en.wikipedia.org/wiki/Biju_Patnaik_Airport,,750,2010-09-07T17:37:14+00:00
26617,VOML,medium_airport,"Mangalore International Airport",12.9612998962,74.8900985718,337,AS,India,IN,Karnataka,IN-KA,KA,Mangalore,1,VOML,IXE,,,https://en.wikipedia.org/wiki/Mangalore_International_Airport,"Bajpe Airport",750,2010-09-02T22:02:00+00:00
26570,VILK,medium_airport,"Chaudhary Charan Singh International Airport",26.7605991364,80.8892974854,410,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Lucknow,1,VILK,LKO,,http://aai.aero/allAirports/lucknow_generalinfo.jsp,https://en.wikipedia.org/wiki/Amausi_Airport,"Amausi International Airport",750,2010-09-08T18:00:49+00:00
26523,VEVZ,medium_airport,"Visakhapatnam Airport",17.723506,83.227729,15,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Visakhapatnam,1,VOVZ,VTZ,,http://www.vizagairport.in/,https://en.wikipedia.org/wiki/Visakhapatnam_Airport,"VEVZ, Visakhapatnam, Vizag",500,2023-05-02T01:37:46+00:00
26610,VOCL,medium_airport,"Calicut International Airport",11.1368,75.955299,342,AS,India,IN,Kerala,IN-KL,KL,Calicut,1,VOCL,CCJ,,,https://en.wikipedia.org/wiki/Calicut_International_Airport,,750,2021-11-22T14:12:06+00:00
26550,VICG,medium_airport,"Chandigarh International Airport",30.6735,76.788498,1012,AS,India,IN,Chandigarh,IN-CH,CH,Chandigarh,1,VICG,IXC,,,https://en.wikipedia.org/wiki/Chandigarh_Airport,"Chandigarh Air Force Station",750,2022-02-11T15:41:05+00:00
26607,VOCB,medium_airport,"Coimbatore International Airport",11.029999733,77.0434036255,1324,AS,India,IN,"Tamil Nadu",IN-TN,TN,Coimbatore,1,VOCB,CJB,,http://www.airportsindia.org.in/allAirports/coimbatore_generalinfo.jsp,https://en.wikipedia.org/wiki/Coimbatore_Airport,,750,2010-09-07T19:06:09+00:00
26501,VEGT,medium_airport,"Lokpriya Gopinath Bordoloi International Airport",26.10610008239746,91.58589935302734,162,AS,India,IN,Assam,IN-AS,AS,Guwahati,1,VEGT,GAU,,http://aai.aero/guwahati/index.jsp,https://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,"Borjhar Airport, Mountain Shadow Air Force Station",750,2008-06-13T14:30:04+00:00
26615,VOHY,medium_airport,"Begumpet Airport",17.4531,78.467598,1742,AS,India,IN,Telangana,IN-TG,TG,Hyderabad,0,VOHY,BPM,,,https://en.wikipedia.org/wiki/Begumpet_Airport,"Begumpet Air Force Station, HYD, Hyderabad Airport",475,2022-09-09T12:24:09+00:00
26562,VIJO,medium_airport,"Jodhpur Airport",26.251100540161133,73.04889678955078,717,AS,India,IN,Rajasthan,IN-RJ,RJ,Jodhpur,1,VIJO,JDH,,,https://en.wikipedia.org/wiki/Jodhpur_Airport,"Jodhpur Air Force Station",750,2008-06-13T14:30:04+00:00
26446,VAID,medium_airport,"Devi Ahilyabai Holkar Airport",22.7217998505,75.8011016846,1850,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Indore,1,VAID,IDR,,http://aai.aero/allAirports/indore_technicalinfo.jsp,https://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_International_Airport,,750,2010-09-07T20:17:15+00:00
26616,VOMD,medium_airport,"Madurai Airport",9.83450984955,78.09339904790001,459,AS,India,IN,"Tamil Nadu",IN-TN,TN,Madurai,1,VOMD,IXM,,http://www.airportsindia.org.in/allAirports/madurai_airpo_gi.jsp,https://en.wikipedia.org/wiki/Madurai_Airport,"Madurai Air Force Station",750,2010-09-09T20:23:44+00:00
26517,VEPT,medium_airport,"Jay Prakash Narayan Airport",25.591299,85.087997,170,AS,India,IN,Bihar,IN-BR,BR,Patna,1,VEPT,PAT,,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,https://en.wikipedia.org/wiki/Jay_Prakash_Narayan_Airport,"Lok Nayah Jayprakash",750,2022-09-09T16:01:59+00:00
26620,VOPB,medium_airport,"Veer Savarkar International Airport / INS Utkrosh",11.641208,92.729643,13,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,"Port Blair",1,VOPB,IXZ,,,https://en.wikipedia.org/wiki/Veer_Savarkar_International_Airport,"Port Blair Airport, Port Blair Air Force Station",750,2021-08-20T16:32:45+00:00
26491,VEBD,medium_airport,"Bagdogra Airport",26.68120002746582,88.32859802246094,412,AS,India,IN,"West Bengal",IN-WB,WB,Siliguri,1,VEBD,IXB,,http://aai.aero/allAirports/bagdogra_generalinfo.jsp,https://en.wikipedia.org/wiki/Bagdogra_Airport,"Bagdogra Air Force Station",750,2008-06-13T14:30:04+00:00
26569,VILH,medium_airport,"Leh Kushok Bakula Rimpochee Airport",34.135899,77.546501,10682,AS,India,IN,Ladakh,IN-LA,LA,Leh,1,VILH,IXL,,http://airportsindia.org.in/allAirports/leh_generalinfo.jsp,https://en.wikipedia.org/wiki/Leh_Kushok_Bakula_Rimpochee_Airport,"Leh Air Force Station",750,2022-09-19T14:07:48+00:00
26453,VANP,medium_airport,"Dr. Babasaheb Ambedkar International Airport",21.092199,79.047203,1033,AS,India,IN,Maharashtra,IN-MM,MM,Nagpur,1,VANP,NAG,,http://aai.aero/allAirports/nagpur1_generalinfo.jsp,https://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport,"Sonegaon Airport, Sonegaon Air Force Station",750,2020-07-21T11:55:08+00:00
26578,VISR,medium_airport,"Sheikh ul Alam International Airport",33.987099,74.7742,5429,AS,India,IN,"Jammu and Kashmir",IN-JK,JK,Srinagar,1,VISR,SXR,,,https://en.wikipedia.org/wiki/Srinagar_Airport,"Srinagar Air Force Station",750,2022-02-11T17:19:10+00:00
26462,VAUD,medium_airport,"Maharana Pratap Airport",24.617700576799997,73.89610290530001,1684,AS,India,IN,Rajasthan,IN-RJ,RJ,Udaipur,1,VAUD,UDR,,http://www.airportsindia.org.in/allAirports/udaipur_airpo_gi.jsp,https://en.wikipedia.org/wiki/Udaipur_Airport,"Dabok Airport",750,2010-09-08T18:14:20+00:00
26461,VASU,medium_airport,"Surat Airport",21.1140995026,72.7417984009,16,AS,India,IN,Gujarat,IN-GJ,GJ,,1,VASU,STV,,,,,500,2012-05-19T04:56:22+00:00
26436,VABJ,medium_airport,"Bhuj Airport",23.2877998352,69.6701965332,268,AS,India,IN,Gujarat,IN-GJ,GJ,Bhuj,1,VABJ,BHJ,,http://aai.aero/allAirports/bhuj_generalinfo.jsp,https://en.wikipedia.org/wiki/Bhuj_Airport,"Bhuj Rudra Mata Air Force Station, Shyamji Krishna Verma, Bhuj Airport",750,2010-09-07T19:02:16+00:00
26606,VOBZ,medium_airport,"Vijayawada Airport",16.530399,80.796799,82,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Gannavaram,1,VOBZ,VGA,,https://www.aai.aero/en/airports/vijayawada,https://en.wikipedia.org/wiki/Vijayawada_Airport,,750,2020-04-26T22:54:03+00:00
30171,VAJJ,small_airport,"Juhu Aerodrome",19.098100662231445,72.83419799804688,13,AS,India,IN,Maharashtra,IN-MM,MM,Mumbai,0,VAJJ,,,http://www.airportsindia.org.in/allAirports/juhu.jsp,https://en.wikipedia.org/wiki/Juhu_Aerodrome,Bombay,50,2008-06-15T10:01:25+00:00
26433,VAAU,medium_airport,"Aurangabad Airport",19.862699508666992,75.39810180664062,1911,AS,India,IN,Maharashtra,IN-MM,MM,Aurangabad,1,VAAU,IXU,,http://aai.aero/allAirports/aurangabad_generalinfo.jsp,https://en.wikipedia.org/wiki/Aurangabad_Airport,"Chikkalthana Airport",750,2008-06-13T14:30:04+00:00
26439,VABP,medium_airport,"Raja Bhoj International Airport",23.2875003815,77.3374023438,1711,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Bhopal,1,VABP,BHO,,http://aai.aero/allAirports/bhopal_generalinfo.jsp,https://en.wikipedia.org/wiki/Bhopal_Airport,,750,2013-04-12T01:50:07+00:00
26565,VIJU,medium_airport,"Jammu Airport",32.688849,74.838152,996,AS,India,IN,"Jammu and Kashmir",IN-JK,JK,Jammu,1,VIJU,IXJ,,,https://en.wikipedia.org/wiki/Jammu_Airport,"Satwari Airport",750,2021-04-22T01:11:50+00:00
26519,VERC,medium_airport,"Birsa Munda Airport",23.314300537100003,85.3217010498,2148,AS,India,IN,Jharkhand,IN-JH,JH,Ranchi,1,VERC,IXR,,http://airportsindia.org.in/allAirports/ranchi.jsp,https://en.wikipedia.org/wiki/Birsa_Munda_Airport,,750,2014-05-30T22:38:27+00:00
26537,VIAG,medium_airport,"Agra Airport / Agra Air Force Station",27.157683,77.960942,551,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Agra,1,VIAG,AGR,,,https://en.wikipedia.org/wiki/Agra_Airport,"Kheria Airport, Pandit Deen Dayal Upadhyay Airport, RAF Agra",500,2021-03-08T13:36:20+00:00
329504,VOKN,medium_airport,"Kannur International Airport",11.918614,75.547211,330,AS,India,IN,Kerala,IN-KL,KL,Kannur,1,VOKN,CNN,,,https://en.wikipedia.org/wiki/Kannur_International_Airport,,500,2018-10-21T15:29:30+00:00
26459,VARP,medium_airport,"Swami Vivekananda Airport",21.180401,81.7388,1041,AS,India,IN,Chhattisgarh,IN-CT,CT,Raipur,1,VERP,RPR,,http://aai.aero/allAirports/raipur_generalinfo.jsp,https://en.wikipedia.org/wiki/Swami_Vivekananda_Airport,"Mana Airport, Raipur Airport",500,2023-09-29T05:31:42+00:00
26489,VEAT,medium_airport,"Agartala - Maharaja Bir Bikram Airport",23.886999,91.240402,46,AS,India,IN,Tripura,IN-TR,TR,Agartala,1,VEAT,IXA,,,https://en.wikipedia.org/wiki/Agartala_Airport,"Singerbhil Airport, Agartala Air Force Station",750,2021-10-29T15:16:36+00:00
26504,VEIM,medium_airport,"Imphal Airport",24.7600002289,93.896697998,2540,AS,India,IN,Manipur,IN-MN,MN,Imphal,1,VEIM,IMF,,http://www.aai.aero/allAirports/imphal_gen.jsp,https://en.wikipedia.org/wiki/Imphal_Airport,,750,2010-09-09T20:18:47+00:00
26507,VEJT,medium_airport,"Jorhat Airport",26.7315006256,94.1754989624,311,AS,India,IN,Assam,IN-AS,AS,Jorhat,1,VEJT,JRH,,http://aai.aero/allAirports/jorhat_airpo_gi.jsp,https://en.wikipedia.org/wiki/Jorhat_Airport,"Rowriah Airport, Jorhat Air Force Station",750,2010-09-09T20:20:17+00:00
26458,VARK,medium_airport,"Rajkot Airport",22.3092002869,70.77950286869999,441,AS,India,IN,Gujarat,IN-GJ,GJ,Rajkot,1,VARK,RAJ,,http://www.airportsindia.org.in/allAirports/rajkot.jsp,https://en.wikipedia.org/wiki/Rajkot_Airport,,750,2010-09-08T18:10:15+00:00
26512,VEMN,medium_airport,"Dibrugarh Airport",27.4839000702,95.0168991089,362,AS,India,IN,Assam,IN-AS,AS,Dibrugarh,1,VEMN,DIB,,,https://en.wikipedia.org/wiki/Dibrugarh_Airport,"Mohanbari Air Force Station",500,2010-03-15T10:13:14+00:00
26546,VIBR,medium_airport,"Kullu Manali Airport",31.876699,77.154404,3573,AS,India,IN,"Himachal Pradesh",IN-HP,HP,Bhuntar,0,VIBR,KUU,,,,,250,2021-04-22T01:27:32+00:00
26576,VISM,small_airport,"Shimla Airport",31.0818,77.068001,5072,AS,India,IN,"Himachal Pradesh",IN-HP,HP,Jubbarhatti,0,VISM,SLV,,,https://en.wikipedia.org/wiki/Shimla_Airport,,150,2022-08-10T14:32:15+00:00
26440,VABV,medium_airport,"Bhavnagar Airport",21.752199173,72.1852035522,44,AS,India,IN,Gujarat,IN-GJ,GJ,Bhavnagar,1,VABV,BHU,,http://aai.aero/allAirports/bhavnagar.jsp,https://en.wikipedia.org/wiki/Bhavnagar_Airport,,750,2010-09-07T17:34:47+00:00
26448,VAJM,medium_airport,"Jamnagar Airport",22.465499877929688,70.01260375976562,69,AS,India,IN,Gujarat,IN-GJ,GJ,Jamnagar,1,VAJM,JGA,,,https://en.wikipedia.org/wiki/Jamnagar_Airport,"Jamnagar Air Force Station",750,2008-06-13T14:30:04+00:00
26623,VORY,medium_airport,"Rajahmundry Airport",17.105799,81.813204,151,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Madhurapudi,1,VORY,RJA,,http://aai.aero/allAirports/rajahmundry_generalinfo.jsp,https://en.wikipedia.org/wiki/Rajahmundry_Airport,,750,2022-09-09T12:20:18+00:00
26509,VEKU,medium_airport,"Silchar Airport",24.9129009247,92.97869873050001,352,AS,India,IN,Assam,IN-AS,AS,Silchar,1,VEKU,IXS,,http://aai.aero/allAirports/silchar_general.jsp,https://en.wikipedia.org/wiki/Silchar_Airport,"Kumbhigram Air Force Station",750,2010-09-11T09:35:03+00:00
26602,VOAT,medium_airport,"Agatti Airport",10.8237,72.176003,14,AS,India,IN,Lakshadweep,IN-LD,LD,Agatti,1,VOAT,AGX,,,https://en.wikipedia.org/wiki/Agatti_Aerodrome,,500,2021-10-06T17:49:36+00:00
26538,VIAL,medium_airport,"Prayagraj Airport",25.4401,81.733902,322,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Allahabad,1,VEAB,IXD,VEAB,https://www.aai.aero/en/node/75695,https://en.wikipedia.org/wiki/Prayagraj_Airport,"VIAL, Allahabad Bamrauli Airport, Bamrauli Air Force Station",500,2023-05-02T01:35:02+00:00
3319,VE89,medium_airport,"Darbhanga Airport",26.192801,85.916901,156,AS,India,IN,Bihar,IN-BR,BR,Darbhanga,1,VEDH,DBR,VEDH,,https://en.wikipedia.org/wiki/Darbhanga_Airport,,500,2023-05-02T01:26:18+00:00
3299,VA2C,medium_airport,"Gondia Airport",21.526817,80.290347,987,AS,India,IN,Maharashtra,IN-MM,MM,Gondia,1,VAGD,GDB,VA2C,,https://en.wikipedia.org/wiki/Gondia_Airport,Birsi,500,2023-05-02T01:30:03+00:00
26450,VAKJ,medium_airport,"Khajuraho Airport",24.8172,79.918602,728,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Khajuraho,1,VEKO,HJR,,https://www.aai.aero/en/airports/khajuraho,https://en.wikipedia.org/wiki/Khajuraho_Airport,VAKJ,500,2021-05-07T16:08:59+00:00
3301,VAOZ,medium_airport,"Nashik Airport",20.119101,73.912903,1900,AS,India,IN,Maharashtra,IN-MM,MM,Nasik,1,VAOZ,ISK,,,https://en.wikipedia.org/wiki/Nashik_Airport,VA35,500,2018-04-30T11:20:14+00:00
26539,VIAM,medium_airport,"Ambala Air Force Station",30.368099,76.816704,909,AS,India,IN,Haryana,IN-HR,HR,Ambala,0,VIAM,,VI18,,https://en.wikipedia.org/wiki/Halwara_Air_Force_Base,,250,2022-08-10T14:26:56+00:00
26622,VOPN,medium_airport,"Sri Sathya Sai Airport",14.1492996216,77.7910995483,1558,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Puttaparthi,0,VOPN,PUT,,,https://en.wikipedia.org/wiki/Sri_Sathya_Sai_Airport,,250,2016-01-10T22:35:34+00:00
26627,VOTP,small_airport,"Tirupati Airport",13.632499694800002,79.543296814,350,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Tirupati,1,VOTP,TIR,,http://aai.aero/allAirports/tirupati_generalinfo.jsp,https://en.wikipedia.org/wiki/Tirupati_Airport,,150,2010-09-09T20:26:05+00:00
26499,VEDX,small_airport,"Kalaikunda Air Force Station",22.339500427246094,87.2145004272461,200,AS,India,IN,"West Bengal",IN-WB,WB,,0,VEDX,,,,,VE60,50,2008-06-13T14:30:04+00:00
26437,VABM,medium_airport,"Belagavi Airport",15.8593,74.618301,2487,AS,India,IN,Karnataka,IN-KA,KA,Belgaum,1,VOBM,IXG,,,https://en.wikipedia.org/wiki/Belgaum_Airport,VABM,750,2022-11-26T22:09:31+00:00
26554,VIDN,medium_airport,"Dehradun Jolly Grant Airport",30.189243,78.176651,1831,AS,India,IN,Uttarakhand,IN-UT,UT,"Dehradun (Jauligrant)",1,VIDN,DED,,http://aai.aero/allAirports/dehradun_generalinfo.jsp,https://en.wikipedia.org/wiki/Jolly_Grant_Airport,"Jauligrant, Jolly Grant",750,2022-08-10T14:27:25+00:00
26502,VEGY,medium_airport,"Gaya Airport",24.744301,84.951202,380,AS,India,IN,Bihar,IN-BR,BR,Gaya,1,VEGY,GAY,,,https://en.wikipedia.org/wiki/Gaya_Airport,,750,2023-04-11T00:28:47+00:00
26447,VAJB,medium_airport,"Jabalpur Airport",23.177799,80.052002,1624,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Jabalpur,1,VAJB,JLR,,,https://en.wikipedia.org/wiki/Jabalpur_Airport,,750,2023-04-11T00:39:17+00:00
26456,VAPR,medium_airport,"Porbandar Airport",21.649524,69.656405,23,AS,India,IN,Gujarat,IN-GJ,GJ,Porbandar,1,VAPR,PBD,,http://www.airportsindia.org.in/allAirports/porbander.jsp,https://en.wikipedia.org/wiki/Porbandar_Airport,,750,2021-01-25T21:28:51+00:00
26551,VICX,medium_airport,"Kanpur Airport",26.404301,80.410103,410,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kanpur,1,VEKA,KNU,VEKA,,https://en.wikipedia.org/wiki/Kanpur_Airport,"VICX, Ganesh Shankar Vidyarthi Airport, Chakeri Air Force Station",500,2023-05-02T01:32:29+00:00
26506,VEJS,medium_airport,"Sonari Airport",22.813786,86.169739,475,AS,India,IN,Jharkhand,IN-JH,JH,Jamshedpur,0,VEJS,IXW,,,https://en.wikipedia.org/wiki/Sonari_Airport,,250,2021-03-08T10:26:14+00:00
26452,VAKS,medium_airport,"Keshod Airport",21.317101,70.270401,167,AS,India,IN,Gujarat,IN-GJ,GJ,Keshod,0,VAKS,IXK,,,,,250,2021-03-08T16:24:22+00:00
3296,VA1P,small_airport,"Diu Airport",20.714185,70.921855,31,AS,India,IN,"Dadra and Nagar Haveli and Daman and Diu",IN-DH,DH,Diu,1,VADU,DIU,VADU,http://aai.aero/allAirports/diu_airpo_gi.jsp,https://en.wikipedia.org/wiki/Diu_Airport,VA1P,150,2023-07-04T16:52:50+00:00
26608,VOCC,small_airport,"INS Garuda / Willingdon Island Naval Air Station",9.946064,76.271947,8,AS,India,IN,Kerala,IN-KL,KL,Kochi,0,VOCC,,,,https://en.wikipedia.org/wiki/INS_Garuda,"RAF Willingdon Island, Gochin, COK, Willingdon Island Air Base",125,2021-01-25T20:25:52+00:00
312234,IN-0090,small_airport,"Deoghar Airport",24.446842,86.704955,361,AS,India,IN,Jharkhand,IN-JH,JH,Deoghar,1,VEDO,DGH,,https://www.aai.aero/en/airports/deoghar,https://en.wikipedia.org/wiki/Deoghar_Airport,,100,2023-02-16T11:52:28+00:00
46518,IN-0024,small_airport,"Baramati Airport",18.226944,74.590833,1978,AS,India,IN,Maharashtra,IN-MM,MM,Pune,1,,,BMT,,,,100,2020-03-08T01:27:07+00:00
26493,VEBK,small_airport,"Bokaro Airport",23.64349937438965,86.1489028930664,715,AS,India,IN,Bihar,IN-BR,BR,,0,VEBK,,,,,,50,2008-06-13T14:30:04+00:00
26548,VIBW,small_airport,"Bhiwani Airport",28.836999893188477,76.1791000366211,720,AS,India,IN,Haryana,IN-HR,HR,,0,VIBW,,,,,,50,2008-06-13T14:30:04+00:00
3340,VO52,small_airport,"Harihar Airport",14.534533,75.786879,1750,AS,India,IN,Karnataka,IN-KA,KA,Harihar,0,VO52,,VO52,,,,50,2021-03-08T10:53:54+00:00
26614,VOHK,small_airport,"Hakimpet Airport",17.553499,78.524902,2020,AS,India,IN,Telangana,IN-TG,TG,Secunderabad,0,VOHK,,,,,"Hakimpeth Air Force Station, Hakimpet Air Force Station, VO28",50,2022-09-09T12:24:26+00:00
26454,VANR,closed,"Gandhinagar Airport",19.963699,73.807602,1959,AS,India,IN,Maharashtra,IN-MM,MM,Nashik,0,,,,,https://en.wikipedia.org/wiki/Gandhinagar_Airport,"ISK, Nasik Road Airport, VANR",800,2021-07-31T16:10:36+00:00
26521,VETZ,medium_airport,"Tezpur Airport",26.7091007232666,92.78469848632812,240,AS,India,IN,Assam,IN-AS,AS,,1,VETZ,TEZ,,,https://en.wikipedia.org/wiki/Tezpur_Airport,"Salonibari Airport, Tezpur Air Force Station",750,2008-06-13T14:30:04+00:00
26451,VAKP,medium_airport,"Kolhapur Airport",16.6647,74.289398,1996,AS,India,IN,Maharashtra,IN-MM,MM,Kolhapur,1,VAKP,KLH,,,https://en.wikipedia.org/wiki/Kolhapur_Airport,,750,2023-04-11T00:38:43+00:00
26492,VEBI,medium_airport,"Shillong Airport",25.70359992980957,91.97869873046875,2910,AS,India,IN,Meghalaya,IN-ML,ML,Shillong,1,VEBI,SHL,,,https://en.wikipedia.org/wiki/Shillong_Airport,"Barapani Airport, Barapani Air Force Station, Umroi Airport",750,2008-06-13T14:30:04+00:00
26628,VOTR,medium_airport,"Tiruchirappalli International Airport",10.766223,78.71774,288,AS,India,IN,"Tamil Nadu",IN-TN,TN,Tiruchirappalli,1,VOTR,TRZ,,,https://en.wikipedia.org/wiki/Tiruchirappalli_International_Airport,"Trichy, Trichinopoly, RAF Kajamalai",750,2022-09-09T12:53:46+00:00
26510,VELP,medium_airport,"Lengpui Airport",23.840599,92.619698,1398,AS,India,IN,Mizoram,IN-MZ,MZ,"Aizawl (Lengpui)",1,VELP,AJL,,http://www.aai.aero/allAirports/lengpui.jsp,https://en.wikipedia.org/wiki/Lengpui_Airport,,500,2021-03-09T09:08:42+00:00
317982,VEDG,medium_airport,"Kazi Nazrul Islam Airport",23.6225,87.243,300,AS,India,IN,"West Bengal",IN-WB,WB,Durgapur,1,VEDG,RDP,,,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam_Airport,"Andal Airport, Durgapur Airport",500,2016-05-20T12:34:28+00:00
26559,VIHR,medium_airport,"Hisar Airport",29.179399,75.755302,700,AS,India,IN,Haryana,IN-HR,HR,Hisar,1,VIHR,HSS,,,https://en.wikipedia.org/wiki/Hisar_Airport,"Maharaja Agrasen Intl",500,2023-09-15T16:04:43+00:00
